name,country,room_type,nr_nights,date,traveler_type,title_review,pos_review,neg_review,score,date_parsed,year,month,full_review_text,review_language,sentiment
Martin,United Kingdom,Budget Double Room,1,October 2025,Couple,Worth it for the collection alone...,"The hotel contains a fabulous collection of mid-century artefacts, including dodgems, phones, typewriters and assorted pieces of funky, kitsch or otherwise rather stylish furniture. If you like this kind of thing - as I do - it's almost worth the cost of a room to enjoy it. Staff are very nice, and the location is great.","This is the second time I've stayed at this hotel - so I obviously like it - but the first time we got an upgrade to a fantastic and huge room at no extra cost. On this occasion we were in a pretty cramped and somewhat overheated room. A bit disappointing, but only because the first visit had been so good.",7.0,2025-10,2025,10,"The hotel contains a fabulous collection of mid-century artefacts, including dodgems, phones, typewriters and assorted pieces of funky, kitsch or otherwise rather stylish furniture. If you like this kind of thing - as I do - it's almost worth the cost of a room to enjoy it. Staff are very nice, and the location is great. This is the second time I've stayed at this hotel - so I obviously like it - but the first time we got an upgrade to a fantastic and huge room at no extra cost. On this occasion we were in a pretty cramped and somewhat overheated room. A bit disappointing, but only because the first visit had been so good.",en,neutral
Marcelo,Israel,Budget Double Room,3,October 2025,Couple,Very good,"The decoration of the hotel was a beautiful, trip to our childhood.",The room could have been bigger.,8.0,2025-10,2025,10,"The decoration of the hotel was a beautiful, trip to our childhood. The room could have been bigger.",en,positive
Harriet,United Kingdom,Budget Double Room,5,October 2025,Couple,Very pleasant city break destination,Good choices of restaurants nearby.,Hotel was on a noisy road that kept us awake at night.,8.0,2025-10,2025,10,Good choices of restaurants nearby. Hotel was on a noisy road that kept us awake at night.,en,positive
Susannah,Ireland,Double Room with Terrace,3,October 2025,Couple,Mainly a good experience,"Spacious room and balcony with good facilities. We found a lot to like for the breakfast, especially the fresh fruit, cheese, breads, cakes, and cereals. Quirky decor. Great welcome from the check in team, sweet bar manager, and lovely chambermaid.","The room had an odd smell in spite of being spotlessly clean. We wondered if it was a chemical in the cleaning product or maybe it's from the AC. It took us a good while to figure out how to get the bedside lights on. When we spoke to the lady on duty in the morning, she was immediately defensive telling us we hadn't figured out the combination and that ""nobody has complained before."" She eventually said, reluctantly, she'd get the chambermaid to show us. As it happened we found the magic combination on our return but there was still one lamp that didn't work but we were so put off by the staff at reception we didn't report it till the night before we left when we showed photos to the nice man on duty who organised a repair the next day.",8.0,2025-10,2025,10,"Spacious room and balcony with good facilities. We found a lot to like for the breakfast, especially the fresh fruit, cheese, breads, cakes, and cereals. Quirky decor. Great welcome from the check in team, sweet bar manager, and lovely chambermaid. The room had an odd smell in spite of being spotlessly clean. We wondered if it was a chemical in the cleaning product or maybe it's from the AC. It took us a good while to figure out how to get the bedside lights on. When we spoke to the lady on duty in the morning, she was immediately defensive telling us we hadn't figured out the combination and that ""nobody has complained before."" She eventually said, reluctantly, she'd get the chambermaid to show us. As it happened we found the magic combination on our return but there was still one lamp that didn't work but we were so put off by the staff at reception we didn't report it till the night before we left when we showed photos to the nice man on duty who organised a repair the next day.",en,positive
Eliz,Ireland,Triple Room,4,October 2025,Family,Very good,Great location and friendly staff,Bed was a little hard..,8.0,2025-10,2025,10,Great location and friendly staff Bed was a little hard..,en,positive
Robyn,Australia,Superior Double Room,3,September 2025,Couple,Good,Location was perfect to walk and see the sights.,nothing,7.0,2025-09,2025,9,Location was perfect to walk and see the sights. nothing,en,neutral
Irem,Turkey,Budget Double Room,2,October 2025,Group,It was good and nice,"Around the city center, friendly hotel staff",The door lock of the room is a little bit unusual,8.0,2025-10,2025,10,"Around the city center, friendly hotel staff The door lock of the room is a little bit unusual",en,positive
Tammie,United States,Superior Double Room,7,October 2025,Couple,Loved our stay there!,Wish parking had been free but otherwise were very happy with the hotel.,,9.0,2025-10,2025,10,Wish parking had been free but otherwise were very happy with the hotel.,en,positive
Anna,Italy,Budget Double Room,3,October 2025,Solo traveller,Very good,"The staff was great, available and friendly. Nice breakfast selection and thanks to the location of the hotel, it is possible to walk basically everywhere.",,8.0,2025-10,2025,10,"The staff was great, available and friendly. Nice breakfast selection and thanks to the location of the hotel, it is possible to walk basically everywhere.",en,positive
Frans,Netherlands,Budget Double Room,2,October 2025,Couple,Good,Thematic hotel,For north europeans the beds are hard and for people over 1.85 m the beds are too short.,7.0,2025-10,2025,10,Thematic hotel For north europeans the beds are hard and for people over 1.85 m the beds are too short.,en,neutral
Aram,Armenia,Budget Double Room,2,October 2025,Couple,Perfect location,the hotel is located in a perfect place so you can reach every point in a few minutes…,,8.0,2025-10,2025,10,the hotel is located in a perfect place so you can reach every point in a few minutes…,en,positive
Nigel,United Kingdom,Budget Double Room,4,September 2025,Couple,Loved staying within easy walking of everything we wanted to see,"The location, the staff, the quirkiness. Also our bedroom and bathroom was really big. The fridge. The rooftop outside seating",The bathroom was lovely and clean but a bit weary. A bit more tabletop space would have been useful and milk sachets. The rooftop bar was lacking,8.0,2025-09,2025,9,"The location, the staff, the quirkiness. Also our bedroom and bathroom was really big. The fridge. The rooftop outside seating The bathroom was lovely and clean but a bit weary. A bit more tabletop space would have been useful and milk sachets. The rooftop bar was lacking",en,positive
